question,intent,answer,source_dataset
Which event included the match between Paraguay and Ecuador?,tournament,FIFA World Cup qualification,results
What competition did Iran and Bahrain play in?,tournament,AFC Asian Cup,results
Who won the shootout when Australia played Egypt?,shootout_winner,Australia,shootouts
Who came out on top between Senegal and Benin?,match_winner,Senegal,results
Was the match between San Marino and Hungary played on neutral soil?,neutral_status,No,results
Who was the goalscorer for Ukraine versus San Marino?,scorer,Yaroslav Rakytskiy,goalscorers
Who was the goalscorer for Iran versus Bangladesh?,scorer,Karim Bavi,goalscorers
Who won the penalty shootout between Réunion and Martinique on 2010-10-02?,shootout_winner,Martinique,shootouts
Which team took the first kick between Ghana and Gabon on 1989-04-23?,first_shooter,Unknown,shootouts
What was the total number of goals in Bahrain versus Oman?,total_goals,0,results
In which minute did Francisco Uribe score for Mexico against Saint Vincent and the Grenadines?,goal_minute,73,goalscorers
Where did England face Switzerland?,match_location,"London, England",results
On what date did Germany play Denmark?,match_date,1937-05-16,results
On what date did Haiti play Bermuda?,match_date,1970-04-14,results
Who was on the scoresheet for Belgium against Russia?,scorer,Eden Hazard,goalscorers
Who kicked first when Cameroon played Guinea in a penalty shootout?,first_shooter,Unknown,shootouts
Was the goal by Ali Ashfaq recorded as an own goal?,own_goal_status,No,goalscorers
When did Christian Vieri score against Cameroon?,goal_minute,75,goalscorers
When was the UEFA Euro qualification match between Norway and Bosnia and Herzegovina held?,match_date,2007-03-24,results
What was the total number of goals scored between Egypt and Kenya?,total_goals,6,results
Did either Basque Country or Catalonia have home advantage?,neutral_status,No,results
On what date did Lithuania play Estonia?,match_date,1932-08-06,results
Was Northern Ireland versus Scotland held at a neutral location?,neutral_status,No,results
At what minute did Francisco José Carrasco find the net against Wales?,goal_minute,83,goalscorers
Did Nicolae Josan register an own goal in the match against San Marino?,own_goal_status,No,goalscorers
How did the match between Argentina and Costa Rica end?,match_score,Argentina 3 - 2 Costa Rica,results
When did China face Uzbekistan?,match_date,2017-08-31,results
How many goals did the away team Belarus score while playing away to Ukraine?,away_team_score,1,results
Who scored for Bahrain against Nepal?,scorer,Sayed Baqer,goalscorers
Who won the shootout involving Ellan Vannin and Felvidék?,shootout_winner,Ellan Vannin,shootouts
In which minute did Juan Flores Madariaga score in Honduras versus Saint Vincent and the Grenadines?,goal_minute,16,goalscorers
How many times did the away team Saudi Arabia score against Hong Kong?,away_team_score,5,results
Was Thierry Issiémou's goal for Gabon marked as an own goal?,own_goal_status,No,goalscorers
Who won the match between Italy and Moldova on 1997-03-29?,match_winner,Italy,results
What was the home team's score when Lithuania played Liechtenstein?,home_team_score,0,results
Was Yousef Sheikh Al-Eshreh's goal for Syria marked as an own goal?,own_goal_status,No,goalscorers
How did the match between Orkney and Greenland end?,match_score,Orkney 2 - 2 Greenland,results
What date did Mali and Congo play each other?,match_date,2005-09-03,results
What was the away score when Jamaica played Norway?,away_team_score,1,results
At what point in the match did Evaristo Coronado score against United States?,goal_minute,35,goalscorers
In which city and country did Qatar play Kazakhstan?,match_location,"Bangkok, Thailand",results
What was the away score when Iceland played Luxembourg?,away_team_score,1,results
Who scored for Bahrain against Indonesia?,scorer,Ismail Abdullatif,goalscorers
What was the date of Denmark versus Iceland?,match_date,1949-08-07,results
When did Kenneth Hughes score against Bahamas?,goal_minute,69,goalscorers
In which minute did Luciano Figueroa score for Argentina against Uruguay?,goal_minute,32,goalscorers
In which minute did Phil Foden score in England versus Iceland?,goal_minute,80,goalscorers
In which minute did Simon Adingra score for Ivory Coast against Mali?,goal_minute,90,goalscorers
What was the away team's score when Ynys Môn played Guernsey?,away_team_score,2,results
Which player got the goal for Morocco against Egypt?,scorer,Mohamed Timoumi,goalscorers
Who was the first shooter in the penalty shootout between Switzerland and Colombia?,first_shooter,Switzerland,shootouts
Was the goal by Yevhen Konoplyanka recorded as an own goal?,own_goal_status,No,goalscorers
Who emerged as the winner in Cyprus vs Luxembourg?,match_winner,Cyprus,results
How many goals were scored altogether when Wales played Montenegro?,total_goals,1,results
When was the match between Macau and Brunei played?,match_date,2016-11-12,results
What city and country hosted Iceland versus Norway?,match_location,"Reykjavík, Iceland",results
How many goals were recorded in United States vs Costa Rica?,total_goals,3,results
What was the combined number of goals in the Friendly match between United Arab Emirates and Syria?,total_goals,1,results
Did the match between Libya and Mozambique end in a draw or did someone win?,match_winner,Libya,results
Can you tell me the score between Estonia and Poland?,match_score,Estonia 1 - 0 Poland,results
Which location hosted the match between Northern Ireland and Hungary?,match_location,"Belfast, Northern Ireland",results
Which team kicked first in the shootout between Nigeria and Cameroon?,first_shooter,Nigeria,shootouts
How many goals did the home team Macau score while hosting Hong Kong?,home_team_score,0,results
What was the score between Hong Kong and Singapore on 1971-08-05?,match_score,Hong Kong 1 - 2 Singapore,results
Did Erjon Bogdani's goal for Albania come from a penalty kick?,penalty_status,No,goalscorers
How many goals were scored in total when Malaysia faced Laos?,total_goals,5,results
What competition did Czechoslovakia and Cyprus play in?,tournament,UEFA Euro qualification,results
Which event included the match between Lesotho and Zambia?,tournament,COSAFA Cup,results
How many goals were scored altogether when Curaçao played Aruba?,total_goals,3,results
In which city and country did Mexico play Switzerland?,match_location,"Salt Lake City, United States",results
Who scored for Italy in the match against Malta on 1993-03-24?,scorer,Roberto Mancini,goalscorers
Which tournament was the match between Turkey and Scotland part of?,tournament,Friendly,results
Did Marius Trésor convert a penalty against Germany on 1982-07-08?,penalty_status,No,goalscorers
Who was the goalscorer for Zimbabwe versus Angola?,scorer,Peter Ndlovu,goalscorers
How many goals did the home team South Korea score against Bahrain?,home_team_score,2,results
How many goals were recorded in Bosnia and Herzegovina vs Bangladesh?,total_goals,2,results
Who was the winner of the penalty shootout between Qatar and Oman?,shootout_winner,Qatar,shootouts
What was the away team's score when Portugal played Norway on 1967-11-12?,away_team_score,1,results
What was the score between Guernsey and Alderney?,match_score,Guernsey 2 - 1 Alderney,results
How many goals were there in the match between Panama and Honduras?,total_goals,2,results
Who scored for Venezuela in the match against Peru on 2007-06-30?,scorer,Alejandro Cichero,goalscorers
When was the match between Greenland and Menorca played?,match_date,2011-06-27,results
What was the home team's score in Tunisia versus Ivory Coast?,home_team_score,3,results
What was the location of Andorra versus Malta?,match_location,"Andorra la Vella, Andorra",results
What date did Czechoslovakia and Austria play each other?,match_date,1947-10-05,results
What was the away team's score when Italy played Iceland on 2005-03-30?,away_team_score,0,results
On what date did Northern Ireland play Albania?,match_date,1996-12-14,results
How many goals did the away team Guadeloupe score while playing away to Trinidad and Tobago?,away_team_score,2,results
Who won the match between Dominican Republic and Antigua and Barbuda on 2006-11-26?,match_winner,Dominican Republic,results
In which city and country did Sweden play Estonia?,match_location,"Stockholm, Sweden",results
When was Farès Chaïbi's goal scored in the match against Equatorial Guinea?,goal_minute,25,goalscorers
Where was the Copa América match between Argentina and Paraguay held?,match_location,"Concepción, Chile",results
What was the competition for Norway against Germany on 1999-11-14?,tournament,Friendly,results
Did Victor Osimhen register an own goal in the match against Mozambique?,own_goal_status,No,goalscorers
What was the overall goal total for the match?,total_goals,5,results
Who won the shootout when Japan played Switzerland?,shootout_winner,Switzerland,shootouts
How many goals were recorded in Cyprus vs Portugal?,total_goals,4,results
Which player got the goal for Zambia against Congo?,scorer,Elijah Tana,goalscorers
Was the goal involving Jon Russell on 2023-07-02 an own goal?,own_goal_status,No,goalscorers
What day was the match between Brazil and Peru?,match_date,2015-06-14,results
Did Gheorghe Hagi convert a penalty against Wales on 1992-05-20?,penalty_status,No,goalscorers
What was the score between Norway and Denmark in FIFA World Cup qualification?,match_score,Norway 1 - 5 Denmark,results
How many goals did the home team Uruguay score in the Copa América match against Honduras?,home_team_score,2,results
What score did Czech Republic and Hungary finish with?,match_score,Czech Republic 1 - 2 Hungary,results
