question,intent,answer,source_dataset
Who won the shootout when Uruguay played Honduras?,shootout_winner,Honduras,shootouts
Was Uruguay versus England held at a neutral location?,neutral_status,No,results
How many goals did the away team Guyana score while playing away to Barbados?,away_team_score,0,results
How many times did the away team Guadeloupe score against Jamaica?,away_team_score,1,results
What city and country hosted Uganda versus Ghana?,match_location,"Kampala, Uganda",results
Who found the net for Czechoslovakia against Portugal?,scorer,Zdeněk Nehoda,goalscorers
Which team kicked first in the shootout between Japan and Croatia?,first_shooter,Japan,shootouts
What was the score between Northern Ireland and Kosovo on 2022-09-24?,match_score,Northern Ireland 2 - 1 Kosovo,results
How many total goals were scored between Guyana and Curaçao on 1990-05-20?,total_goals,2,results
At what point in the match did Ali Mabkhout score against Iraq?,goal_minute,90,goalscorers
Was the goal scored by Jesus Correia for Portugal a penalty?,penalty_status,No,goalscorers
Was Jamie Reid's goal for Northern Ireland against Luxembourg a penalty?,penalty_status,No,goalscorers
Was the FIFA World Cup qualification match between Saint Kitts and Nevis and Saint Vincent and the Grenadines neutral?,neutral_status,No,results
Was Laurent Blanc's goal in France versus Paraguay a spot kick?,penalty_status,No,goalscorers
On what date did Serbia play Russia?,match_date,2020-11-18,results
At what point in the match did Mohamed Madih score against DR Congo?,goal_minute,58,goalscorers
Who found the net for Libya against Rwanda?,scorer,Mohamed El Monir,goalscorers
Did Zlatko Vujović score a penalty in the match against Cyprus?,penalty_status,No,goalscorers
Which team took the first penalty between France and Netherlands?,first_shooter,Netherlands,shootouts
Who started the penalty shootout between Ethiopia and Burundi?,first_shooter,Unknown,shootouts
Which side took the opening penalty between Scotland and Israel?,first_shooter,Scotland,shootouts
How many goals were scored altogether when Yugoslavia played Austria?,total_goals,5,results
Which team took the first penalty between Guernsey and Jersey?,first_shooter,Unknown,shootouts
Who started the penalty shootout between Botswana and Angola?,first_shooter,Unknown,shootouts
What was the away team's score when South Korea played Singapore?,away_team_score,0,results
What was the score between Trinidad and Tobago and Barbados on 1944-10-09?,match_score,Trinidad and Tobago 6 - 1 Barbados,results
Did Aki Riihilahti's goal in Finland versus Czech Republic count as an own goal?,own_goal_status,No,goalscorers
What was the final result when Hungary played Albania?,match_score,Hungary 0 - 1 Albania,results
Who was on the scoresheet for Mexico against Ecuador?,scorer,Omar Bravo,goalscorers
Who was the first shooter in the penalty shootout between Tanzania and Uganda?,first_shooter,Unknown,shootouts
What was the away team's score in Spain versus Iceland?,away_team_score,0,results
Where was the match between Andorra and Ukraine played?,match_location,"Sant Julià de Lòria, Andorra",results
Which tournament was the match between Cayman Islands and Saint Kitts and Nevis part of?,tournament,CONCACAF Nations League,results
How many goals did the home team Costa Rica score in this match?,home_team_score,1,results
Who won the penalty shootout between Northern Cyprus and Zanzibar on 2006-06-03?,shootout_winner,Northern Cyprus,shootouts
Was Assan Ceesay's goal for Gambia marked as an own goal?,own_goal_status,No,goalscorers
What was the away team's score when Czechoslovakia played Scotland?,away_team_score,2,results
Who was victorious in the match between Norway and Denmark?,match_winner,Denmark,results
How many goals did the home team Catalonia score while hosting Basque Country?,home_team_score,2,results
Did either Poland or Armenia have home advantage?,neutral_status,No,results
Did either Fiji or Estonia have home advantage?,neutral_status,No,results
Was Giorgos Karagounis's goal in Greece versus Portugal a spot kick?,penalty_status,No,goalscorers
What was the score between Austria and Scotland in FIFA World Cup qualification?,match_score,Austria 0 - 1 Scotland,results
Did Juan Carlos Valerón score an own goal against Greece?,own_goal_status,No,goalscorers
How many goals did the away team Kenya score in this match?,away_team_score,2,results
Who scored for Georgia against Armenia?,scorer,Giorgi Chakvetadze,goalscorers
At what point in the match did Michy Batshuayi score against Netherlands?,goal_minute,90,goalscorers
Who came out on top between Singapore and Malaysia?,match_winner,Singapore,results
Did the match between Morocco and Russia end in a draw or did someone win?,match_winner,Russia,results
Was Hassan Rowshan's goal for Iran against Bangladesh a penalty?,penalty_status,No,goalscorers
How many goals were scored in total when Bhutan faced Bangladesh?,total_goals,4,results
When did Stjepan Bobek score against Mexico?,goal_minute,20,goalscorers
How many goals did the away team Kuwait score while playing away to Syria?,away_team_score,2,results
What was the away score when Bulgaria played Northern Ireland?,away_team_score,2,results
What was the total number of goals scored between Argentina and Bolivia?,total_goals,7,results
How many goals did the home team Panama score in this match?,home_team_score,3,results
In which city and country did Gambia play Guinea?,match_location,"Bamako, Mali",results
How did Uruguay vs Argentina finish?,match_score,Uruguay 1 - 0 Argentina,results
Which team defeated the other in DR Congo versus Gabon?,match_winner,DR Congo,results
At what point in the match did Ali Karimi score against Guam?,goal_minute,55,goalscorers
Who won the Friendly match between Basque Country and Uruguay?,match_winner,Basque Country,results
How many goals did the away team Bahrain score in the AFC Asian Cup match against Iran?,away_team_score,2,results
Who kicked first when Spain played Belgium in a penalty shootout?,first_shooter,Spain,shootouts
Who won the penalty shootout between Zanzibar and Uganda?,shootout_winner,Zanzibar,shootouts
Can you tell me the score between England and Sweden?,match_score,England 1 - 0 Sweden,results
Which location hosted the match between Sweden and Finland?,match_location,"Solna, Sweden",results
How many goals were scored by the home team Ivory Coast against Sierra Leone?,home_team_score,1,results
What was the goal minute for Ahmed Issa Al-Mohannadi against Iraq on 1985-04-05?,goal_minute,52,goalscorers
What minute was Ralf Edström's goal for Sweden?,goal_minute,77,goalscorers
What was the home score when Japan played Singapore?,home_team_score,5,results
How many goals did the home team Kenya score in the CECAFA Cup match against Uganda?,home_team_score,2,results
How many goals were there in the match between Bolivia and Ecuador?,total_goals,1,results
What was the goal minute for Joleon Lescott against France on 2012-06-11?,goal_minute,30,goalscorers
What competition did France and Sweden play in?,tournament,Friendly,results
How many goals did the away team Senegal score in this match?,away_team_score,2,results
Was Jean Kalala N'Tumba's goal against Togo scored into their own net?,own_goal_status,No,goalscorers
Did Bulgaria and San Marino play on neutral ground?,neutral_status,No,results
Was Jamie Maclaren's goal against Taiwan scored into their own net?,own_goal_status,No,goalscorers
What was the score between Singapore and Qatar on 1993-04-30?,match_score,Singapore 1 - 0 Qatar,results
Was Antonio Angelillo's goal for Italy marked as an own goal?,own_goal_status,No,goalscorers
What city and country hosted Scotland versus Costa Rica?,match_location,"Glasgow, Scotland",results
At what minute did Māris Verpakovskis find the net against Sweden?,goal_minute,22,goalscorers
What was the away team Latvia's score against Slovenia?,away_team_score,0,results
What was the home team's score when Hong Kong played Vietnam Republic on 1967-08-12?,home_team_score,0,results
Was the venue neutral for the match between Morocco and Angola?,neutral_status,No,results
Who was the first shooter in the penalty shootout between United Arab Emirates and North Korea?,first_shooter,Unknown,shootouts
Who won the shootout when Cape Verde played Finland?,shootout_winner,Cape Verde,shootouts
How many goals did the away team Barbados score while playing away to Grenada?,away_team_score,2,results
Was Luxembourg against Austria played away from both teams' home grounds?,neutral_status,No,results
Which side won when Algeria faced Egypt?,match_winner,Algeria,results
What city and country hosted Benin versus Sierra Leone?,match_location,"Cotonou, Benin",results
What score did Tunisia and Switzerland finish with?,match_score,Tunisia 0 - 1 Switzerland,results
How many goals did the home team Northern Ireland score in this match?,home_team_score,0,results
Was Bernard Parker's goal for South Africa against Central African Republic an own goal?,own_goal_status,No,goalscorers
At what point in the match did Omer Damari score against Andorra?,goal_minute,82,goalscorers
How did Fiji vs Vanuatu finish?,match_score,Fiji 0 - 0 Vanuatu,results
Was the goal by Jorge Estuardo Vargas recorded as an own goal?,own_goal_status,No,goalscorers
Which player scored for Egypt against Gabon?,scorer,Bashir Abdel Samad,goalscorers
Was the venue neutral for the match between Botswana and Zimbabwe?,neutral_status,No,results
Who won the FIFA World Cup qualification match between Iceland and Malta?,match_winner,Iceland,results
Which team kicked first in the shootout between Czechoslovakia and Yugoslavia?,first_shooter,Unknown,shootouts
Where did North Korea face Myanmar?,match_location,"Vientiane, Laos",results
Which location hosted the match between Tunisia and Croatia?,match_location,"Cairo, Egypt",results
Which team defeated the other in France versus Sweden?,match_winner,France,results
When was the match between Czech Republic and Hungary played?,match_date,2012-06-01,results
What was the goal minute for Sultan Adil against Yemen on 2024-03-21?,goal_minute,72,goalscorers
What was the away team Paraguay's score against Argentina?,away_team_score,1,results
